"character_id","root_character","character_sub1","botanical_id"
1755,"leaf venation","pinnate",111
1756,"inflorescence","raceme",111
1757,"floral symmetry","actinomorphic",111
1758,"floral type","pentamerous",111
1759,"floral attachment","gamopetalous",111
1760,"corolla aestivation","imbricate",111
1761,"fruit","capsule",111
1762,"sexual Reproductive Unit","covered seed",111
1763,"habit","tree",112
1764,"bark texture","smooth",112
1765,"bole","branched",112
1766,"thorn","absent",112
1767,"leaf persistence","deciduous",112
1768,"petiole","petiolate",112
1769,"stipules","absent",112
1770,"leaf type","compound",112
1771,"leaf arrangement","alternate",112
1772,"leaf venation","pinnate",112
1773,"inflorescence","solitary",112
1774,"floral symmetry","actinomorphic",112
1775,"floral type","pentamerous",112
1776,"floral attachment","gamopetalous",112
1777,"fruit","capsule",112
1778,"sexual Reproductive Unit","covered seed",112
1779,"habit","tree",113
1780,"bark texture","smooth",113
1781,"bole","branched",113
1782,"thorn","present",113
1783,"leaf persistence","deciduous",113
1784,"petiole","petiolate",113
1785,"stipules","absent",113
1786,"leaf type","compound",113
1787,"leaf arrangement","alternate",113
1788,"leaf venation","pinnate",113
1789,"inflorescence","solitary",113
1790,"floral symmetry","actinomorphic",113
1791,"floral type","pentamerous",113
1792,"floral attachment","gamopetalous",113
1793,"corolla aestivation","imbricate",113
1794,"fruit","capsule",113
1795,"sexual Reproductive Unit","covered seed",113
1796,"habit","tree",114
1797,"bark texture","exfoliating",114
1798,"bole","branched",114
1799,"thorn","present",114
1800,"leaf persistence","deciduous",114
1801,"petiole","petiolate",114
1802,"stipules","absent",114
1803,"leaf type","compound",114
1804,"leaf arrangement","alternate",114
1805,"leaf venation","pinnate",114
1806,"inflorescence","solitary",114
1807,"floral symmetry","actinomorphic",114
1808,"floral type","pentamerous",114
1809,"floral attachment","gamopetalous",114
1810,"corolla aestivation","valvate",114
1811,"fruit","capsule",114
1812,"sexual Reproductive Unit","covered seed",114
1813,"habit","tree",115
1814,"bark texture","fissured",115
1815,"bole","branched",115
1816,"thorn","absent",115
1817,"leaf persistence","deciduous",115
1818,"petiole","petiolate",115
1819,"stipules","absent",115
1820,"leaf type","compound",115
1821,"leaf arrangement","alternate",115
1822,"leaf venation","pinnate",115
1823,"inflorescence","raceme",115
1824,"floral type","pentamerous",115
1825,"floral attachment","gamopetalous",115
1826,"corolla aestivation","valvate",115
1827,"fruit","capsule",115
1828,"sexual Reproductive Unit","covered seed",115
1829,"habit","tree",116
1830,"bark texture","plated",116
1831,"bole","branched",116
1832,"thorn","absent",116
1833,"petiole","petiolate",116
1834,"leaf type","simple",116
1835,"leaf arrangement","alternate",116
1836,"leaf venation","pinnate",116
1837,"inflorescence","cymose",116
1838,"floral symmetry","actinomorphic",116
1839,"floral type","pentamerous",116
1840,"floral attachment","gamopetalous",116
1841,"corolla aestivation","imbricate",116
1842,"fruit","berry",116
1843,"sexual Reproductive Unit","covered seed",116
1844,"habit","tree",117
1845,"bark texture","exfoliating",117
1846,"bole","branched",117
1847,"thorn","absent",117
1848,"petiole","petiolate",117
1849,"stipules","absent",117
1850,"leaf type","simple",117
1851,"leaf arrangement","alternate",117
1852,"leaf venation","pinnate",117
1853,"inflorescence","cymose",117
1854,"floral symmetry","actinomorphic",117
1855,"floral type","pentamerous",117
1856,"floral attachment","gamopetalous",117
1857,"corolla aestivation","imbricate",117
1858,"fruit","drupe",117
1859,"sexual Reproductive Unit","covered seed",117
1860,"habit","tree",118
1861,"bark texture","plated",118
1862,"bole","branched",118
1863,"thorn","absent",118
1864,"petiole","petiolate",118
1865,"stipules","absent",118
1866,"leaf type","simple",118
1867,"leaf arrangement","alternate",118
1868,"leaf venation","pinnate",118
1869,"inflorescence","cymose",118
1870,"floral symmetry","actinomorphic",118
1871,"floral type","pentamerous",118
1872,"floral attachment","gamopetalous",118
1873,"corolla aestivation","imbricate",118
1874,"fruit","drupe",118
1875,"sexual Reproductive Unit","covered seed",118
1876,"habit","tree",119
1877,"bark texture","plated",119
1878,"bole","branched",119
1879,"thorn","absent",119
1880,"petiole","petiolate",119
1881,"stipules","absent",119
1882,"leaf type","simple",119
1883,"leaf arrangement","alternate",119
1884,"leaf venation","pinnate",119
1885,"inflorescence","cymose",119
1886,"floral symmetry","actinomorphic",119
1887,"floral type","pentamerous",119
1888,"floral attachment","gamopetalous",119
1889,"corolla aestivation","imbricate",119
1890,"fruit","drupe",119
1891,"sexual Reproductive Unit","covered seed",119
1892,"habit","tree",120
1893,"bark texture","plated",120
1894,"bole","branched",120
1895,"thorn","absent",120
1896,"petiole","petiolate",120
1897,"stipules","absent",120
1898,"leaf type","simple",120
1899,"leaf arrangement","alternate",120
1900,"leaf venation","pinnate",120
1901,"inflorescence","cymose",120
1902,"floral symmetry","actinomorphic",120
1903,"floral type","pentamerous",120
1904,"floral attachment","gamopetalous",120
1905,"corolla aestivation","imbricate",120
1906,"fruit","drupe",120
1907,"sexual Reproductive Unit","covered seed",120
1908,"habit","tree",121
1909,"bark texture","plated",121
1910,"bole","branched",121
1911,"thorn","absent",121
1912,"petiole","petiolate",121
1913,"stipules","absent",121
1914,"leaf type","simple",121
1915,"leaf arrangement","alternate",121
1916,"leaf venation","pinnate",121
1917,"inflorescence","cymose",121
1918,"floral symmetry","actinomorphic",121
1919,"floral type","pentamerous",121
1920,"floral attachment","gamopetalous",121
1921,"corolla aestivation","imbricate",121
1922,"fruit","drupe",121
1923,"sexual Reproductive Unit","covered seed",121
1924,"habit","tree",122
1925,"bark texture","plated",122
1926,"bole","branched",122
1927,"thorn","absent",122
1928,"petiole","petiolate",122
1929,"stipules","absent",122
1930,"leaf type","simple",122
1931,"leaf arrangement","alternate",122
1932,"leaf venation","pinnate",122
1933,"inflorescence","panicle",122
1934,"floral type","pentamerous",122
1935,"floral attachment","gamopetalous",122
1936,"corolla aestivation","imbricate",122
1937,"fruit","drupe",122
1938,"sexual Reproductive Unit","covered seed",122
1939,"habit","tree",123
1940,"bark texture","plated",123
1941,"bole","branched",123
1942,"thorn","absent",123
1943,"leaf persistence","deciduous",123
1944,"petiole","petiolate",123
1945,"stipules","absent",123
1946,"leaf type","compound",123
1947,"leaf arrangement","alternate",123
1948,"leaf venation","pinnate",123
1949,"inflorescence","panicle",123
1950,"floral symmetry","actinomorphic",123
1951,"floral type","pentamerous",123
1952,"floral attachment","gamopetalous",123
1953,"corolla aestivation","valvate",123
1954,"fruit","drupe",123
1955,"sexual Reproductive Unit","covered seed",123
1956,"habit","tree",124
1957,"bark texture","plated",124
1958,"bole","branched",124
1959,"thorn","absent",124
1960,"leaf persistence","deciduous",124
1961,"petiole","petiolate",124
1962,"stipules","absent",124
1963,"leaf type","compound",124
1964,"leaf arrangement","alternate",124
1965,"leaf venation","pinnate",124
1966,"inflorescence","panicle",124
1967,"floral symmetry","actinomorphic",124
1968,"floral type","pentamerous",124
1969,"floral attachment","gamopetalous",124
1970,"corolla aestivation","valvate",124
1971,"fruit","drupe",124
1972,"sexual Reproductive Unit","covered seed",124
1973,"habit","tree",125
1974,"bark texture","exfoliating",125
1975,"bole","branched",125
1976,"thorn","absent",125
1977,"leaf persistence","deciduous",125
1978,"petiole","petiolate",125
1979,"stipules","absent",125
1980,"leaf type","compound",125
1981,"leaf arrangement","alternate",125
1982,"leaf venation","pinnate",125
1983,"inflorescence","panicle",125
1984,"floral symmetry","actinomorphic",125
1985,"floral type","pentamerous",125
1986,"floral attachment","gamopetalous",125
1987,"corolla aestivation","imbricate",125
1988,"fruit","drupe",125
1989,"sexual Reproductive Unit","covered seed",125
1990,"habit","tree",126
1991,"bark texture","plated",126
1992,"bole","branched",126
1993,"thorn","absent",126
1994,"leaf persistence","deciduous",126
1995,"petiole","petiolate",126
1996,"stipules","absent",126
1997,"leaf type","compound",126
1998,"leaf arrangement","alternate",126
1999,"leaf venation","pinnate",126
2000,"inflorescence","panicle",126
2001,"floral type","pentamerous",126
2002,"floral attachment","gamopetalous",126
2003,"corolla aestivation","valvate",126
2004,"fruit","drupe",126
2005,"sexual Reproductive Unit","covered seed",126
2006,"habit","tree",127
2007,"bark texture","plated",127
2008,"bole","branched",127
2009,"thorn","absent",127
2010,"leaf persistence","deciduous",127
2011,"petiole","petiolate",127
2012,"stipules","absent",127
2013,"leaf type","compound",127
2014,"leaf arrangement","alternate",127
2015,"leaf venation","pinnate",127
2016,"inflorescence","panicle",127
2017,"floral symmetry","actinomorphic",127
2018,"floral type","pentamerous",127
2019,"floral attachment","gamopetalous",127
2020,"corolla aestivation","valvate",127
2021,"fruit","drupe",127
2022,"sexual Reproductive Unit","covered seed",127
2023,"habit","tree",128
2024,"bark texture","fissured",128
2025,"bole","branched",128
2026,"thorn","absent",128
2027,"leaf persistence","deciduous",128
2028,"petiole","petiolate",128
2029,"stipules","absent",128
2030,"leaf type","compound",128
2031,"leaf arrangement","alternate",128
2032,"leaf venation","pinnate",128
2033,"inflorescence","panicle",128
2034,"floral symmetry","actinomorphic",128
2035,"floral type","pentamerous",128
2036,"floral attachment","gamopetalous",128
2037,"corolla aestivation","imbricate",128
2038,"fruit","drupe",128
2039,"sexual Reproductive Unit","covered seed",128
2040,"habit","tree",129
2041,"bark texture","ringed",129
2042,"bole","branched",129
2043,"thorn","present",129
2044,"leaf persistence","deciduous",129
2045,"petiole","petiolate",129
2046,"stipules","present",129
2047,"leaf type","compound",129
2048,"leaf arrangement","alternate",129
2049,"leaf venation","pinnate",129
2050,"inflorescence","raceme",129
2051,"floral symmetry","zygomorphic",129
2052,"floral type","pentamerous",129
2053,"floral attachment","polypetalous",129
2054,"corolla aestivation","imbricate",129
2055,"fruit","legume",129
2056,"sexual Reproductive Unit","covered seed",129
2057,"habit","tree",130
2058,"bark texture","smooth",130
2059,"bole","branched",130
2060,"thorn","absent",130
2061,"petiole","petiolate",130
2062,"stipules","present",130
2063,"leaf type","compound",130
2064,"leaf arrangement","alternate",130
2065,"leaf venation","pinnate",130
2066,"inflorescence","panicle",130
2067,"floral symmetry","zygomorphic",130
2068,"floral type","pentamerous",130
2069,"floral attachment","polypetalous",130
2070,"corolla aestivation","imbricate",130
2071,"fruit","legume",130
2072,"sexual Reproductive Unit","covered seed",130
2073,"habit","tree",131
2074,"bark texture","plated",131
2075,"bole","branched",131
2076,"thorn","absent",131
2077,"leaf persistence","deciduous",131
2078,"petiole","petiolate",131
2079,"stipules","present",131
2080,"leaf type","simple",131
2081,"leaf arrangement","alternate",131
2082,"leaf venation","pinnate",131
2083,"inflorescence","raceme",131
2084,"floral symmetry","zygomorphic",131
2085,"floral type","pentamerous",131
2086,"floral attachment","polypetalous",131
2087,"corolla aestivation","imbricate",131
2088,"fruit","legume",131
2089,"sexual Reproductive Unit","covered seed",131
2090,"habit","tree",132
2091,"bark texture","plated",132
2092,"bole","branched",132
2093,"thorn","absent",132
2094,"leaf persistence","deciduous",132
2095,"petiole","petiolate",132
2096,"stipules","present",132
2097,"leaf type","simple",132
2098,"leaf arrangement","alternate",132
2099,"leaf venation","pinnate",132
2100,"inflorescence","raceme",132
2101,"floral symmetry","zygomorphic",132
2102,"floral type","pentamerous",132
2103,"floral attachment","polypetalous",132
2104,"corolla aestivation","imbricate",132
2105,"fruit","legume",132
2106,"sexual Reproductive Unit","covered seed",132
2107,"habit","tree",133
2108,"bark texture","plated",133
2109,"bole","branched",133
2110,"thorn","absent",133
2111,"leaf persistence","deciduous",133
2112,"petiole","petiolate",133
2113,"stipules","present",133
2114,"leaf type","simple",133
2115,"leaf arrangement","alternate",133
2116,"leaf venation","pinnate",133
2117,"inflorescence","raceme",133
2118,"floral symmetry","zygomorphic",133
2119,"floral type","pentamerous",133
2120,"floral attachment","polypetalous",133
2121,"corolla aestivation","imbricate",133
2122,"fruit","legume",133
2123,"sexual Reproductive Unit","covered seed",133
2124,"habit","tree",134
2125,"bark texture","plated",134
2126,"bole","branched",134
2127,"thorn","absent",134
2128,"leaf persistence","deciduous",134
2129,"petiole","petiolate",134
2130,"stipules","present",134
2131,"leaf type","simple",134
2132,"leaf arrangement","alternate",134
2133,"leaf venation","pinnate",134
2134,"inflorescence","raceme",134
2135,"floral symmetry","zygomorphic",134
2136,"floral type","pentamerous",134
2137,"floral attachment","polypetalous",134
2138,"corolla aestivation","imbricate",134
2139,"fruit","legume",134
2140,"sexual Reproductive Unit","covered seed",134
2141,"habit","tree",135
2142,"bark texture","plated",135
2143,"bole","branched",135
2144,"thorn","absent",135
2145,"leaf persistence","deciduous",135
2146,"petiole","petiolate",135
2147,"stipules","present",135
2148,"leaf type","simple",135
2149,"leaf arrangement","alternate",135
2150,"leaf venation","pinnate",135
2151,"inflorescence","raceme",135
2152,"floral symmetry","zygomorphic",135
2153,"floral type","pentamerous",135
2154,"floral attachment","polypetalous",135
2155,"corolla aestivation","imbricate",135
2156,"fruit","legume",135
2157,"sexual Reproductive Unit","covered seed",135
2158,"habit","tree",136
2159,"bark texture","plated",136
2160,"bole","branched",136
2161,"thorn","absent",136
2162,"leaf persistence","deciduous",136
2163,"petiole","petiolate",136
2164,"stipules","present",136
2165,"leaf type","simple",136
2166,"leaf arrangement","alternate",136
2167,"leaf venation","pinnate",136
2168,"inflorescence","raceme",136
2169,"floral type","pentamerous",136
2170,"floral attachment","polypetalous",136
2171,"corolla aestivation","valvate",136
2172,"fruit","legume",136
2173,"sexual Reproductive Unit","covered seed",136
2174,"habit","tree",137
2175,"bark texture","plated",137
2176,"bole","branched",137
2177,"thorn","absent",137
2178,"leaf persistence","deciduous",137
2179,"petiole","petiolate",137
2180,"stipules","present",137
2181,"leaf type","simple",137
2182,"leaf arrangement","alternate",137
2183,"leaf venation","pinnate",137
2184,"inflorescence","raceme",137
2185,"floral symmetry","zygomorphic",137
2186,"floral type","pentamerous",137
2187,"floral attachment","polypetalous",137
2188,"corolla aestivation","imbricate",137
2189,"fruit","legume",137
2190,"sexual Reproductive Unit","covered seed",137
2191,"habit","tree",138
2192,"bark texture","plated",138
2193,"bole","branched",138
2194,"thorn","absent",138
2195,"leaf persistence","deciduous",138
2196,"petiole","petiolate",138
2197,"stipules","present",138
2198,"leaf type","simple",138
2199,"leaf arrangement","alternate",138
2200,"leaf venation","pinnate",138
2201,"inflorescence","raceme",138
2202,"floral symmetry","zygomorphic",138
2203,"floral type","pentamerous",138
2204,"floral attachment","polypetalous",138
2205,"corolla aestivation","imbricate",138
2206,"fruit","legume",138
2207,"sexual Reproductive Unit","covered seed",138
2208,"habit","tree",139
2209,"bark texture","fissured",139
2210,"bole","branched",139
2211,"thorn","absent",139
2212,"petiole","petiolate",139
2213,"stipules","present",139
2214,"leaf type","simple",139
2215,"leaf arrangement","alternate",139
2216,"leaf venation","pinnate",139
2217,"inflorescence","raceme",139
2218,"floral symmetry","zygomorphic",139
2219,"floral type","pentamerous",139
2220,"floral attachment","polypetalous",139
2221,"corolla aestivation","imbricate",139
2222,"fruit","legume",139
2223,"sexual Reproductive Unit","covered seed",139
2224,"habit","tree",140
2225,"bark texture","exfoliating",140
2226,"bole","branched",140
2227,"thorn","absent",140
2228,"petiole","petiolate",140
2229,"stipules","present",140
2230,"leaf type","compound",140
2231,"leaf arrangement","alternate",140
2232,"leaf venation","pinnate",140
2233,"floral symmetry","zygomorphic",140
2234,"floral type","pentamerous",140
2235,"floral attachment","polypetalous",140
2236,"corolla aestivation","imbricate",140
2237,"fruit","legume",140
2238,"sexual Reproductive Unit","covered seed",140
2239,"habit","tree",141
2240,"bark texture","exfoliating",141
2241,"bole","branched",141
2242,"thorn","absent",141
2243,"petiole","petiolate",141
2244,"stipules","present",141
2245,"leaf type","compound",141
2246,"leaf arrangement","alternate",141
2247,"leaf venation","pinnate",141
2248,"inflorescence","umbel",141
2249,"floral symmetry","zygomorphic",141
2250,"floral type","pentamerous",141
2251,"floral attachment","polypetalous",141
2252,"corolla aestivation","imbricate",141
2253,"fruit","legume",141
2254,"sexual Reproductive Unit","covered seed",141
2255,"habit","tree",142
2256,"bark texture","plated",142
2257,"bole","branched",142
2258,"thorn","present",142
2259,"leaf persistence","deciduous",142
2260,"petiole","petiolate",142
2261,"stipules","present",142
2262,"leaf type","compound",142
2263,"leaf arrangement","alternate",142
2264,"leaf venation","pinnate",142
2265,"inflorescence","raceme",142
2266,"floral type","pentamerous",142
2267,"floral attachment","polypetalous",142
2268,"corolla aestivation","imbricate",142
2269,"fruit","legume",142
2270,"sexual Reproductive Unit","covered seed",142
2271,"habit","tree",143
2272,"bark texture","plated",143
2273,"bole","branched",143
2274,"thorn","absent",143
2275,"leaf persistence","deciduous",143
2276,"petiole","petiolate",143
2277,"stipules","present",143
2278,"leaf type","compound",143
2279,"leaf arrangement","alternate",143
2280,"leaf venation","pinnate",143
2281,"inflorescence","raceme",143
2282,"floral type","pentamerous",143
2283,"floral attachment","polypetalous",143
2284,"corolla aestivation","imbricate",143
2285,"fruit","legume",143
2286,"sexual Reproductive Unit","covered seed",143
2287,"habit","tree",144
2288,"bark texture","smooth",144
2289,"bole","branched",144
2290,"thorn","present",144
2291,"leaf persistence","deciduous",144
2292,"petiole","petiolate",144
2293,"stipules","present",144
2294,"leaf type","compound",144
2295,"leaf arrangement","alternate",144
2296,"leaf venation","pinnate",144
2297,"inflorescence","raceme",144
2298,"floral symmetry","zygomorphic",144
2299,"floral type","pentamerous",144
2300,"floral attachment","polypetalous",144
2301,"corolla aestivation","imbricate",144
2302,"fruit","legume",144
2303,"sexual Reproductive Unit","covered seed",144
2304,"habit","tree",145
2305,"bark texture","exfoliating",145
2306,"bole","branched",145
2307,"thorn","present",145
2308,"petiole","petiolate",145
2309,"stipules","present",145
2310,"leaf type","compound",145
2311,"leaf arrangement","alternate",145
2312,"leaf venation","pinnate",145
2313,"inflorescence","raceme",145
2314,"floral symmetry","zygomorphic",145
2315,"floral type","pentamerous",145
2316,"floral attachment","polypetalous",145
2317,"corolla aestivation","imbricate",145
2318,"fruit","legume",145
2319,"sexual Reproductive Unit","covered seed",145
2320,"habit","tree",146
2321,"bark texture","exfoliating",146
2322,"bole","branched",146
2323,"thorn","present",146
2324,"leaf persistence","deciduous",146
2325,"petiole","petiolate",146
2326,"stipules","present",146
2327,"leaf type","compound",146
2328,"leaf arrangement","alternate",146
2329,"leaf venation","pinnate",146
2330,"inflorescence","panicle",146
2331,"floral symmetry","zygomorphic",146
2332,"floral type","pentamerous",146
2333,"floral attachment","polypetalous",146
2334,"corolla aestivation","imbricate",146
2335,"fruit","legume",146
2336,"sexual Reproductive Unit","covered seed",146
2337,"habit","tree",147
2338,"bark texture","exfoliating",147
2339,"bole","branched",147
2340,"thorn","present",147
2341,"petiole","petiolate",147
2342,"stipules","present",147
2343,"leaf type","compound",147
2344,"leaf arrangement","alternate",147
2345,"leaf venation","pinnate",147
2346,"inflorescence","raceme",147
2347,"floral symmetry","zygomorphic",147
2348,"floral type","pentamerous",147
2349,"floral attachment","polypetalous",147
2350,"corolla aestivation","imbricate",147
2351,"fruit","legume",147
2352,"sexual Reproductive Unit","covered seed",147
2353,"habit","tree",148
2354,"bark texture","exfoliating",148
2355,"bole","branched",148
2356,"thorn","absent",148
2357,"petiole","petiolate",148
2358,"stipules","present",148
2359,"leaf type","compound",148
2360,"leaf arrangement","alternate",148
2361,"leaf venation","pinnate",148
2362,"inflorescence","raceme",148
2363,"floral symmetry","zygomorphic",148
2364,"floral type","pentamerous",148
2365,"floral attachment","polypetalous",148
2366,"corolla aestivation","imbricate",148
2367,"fruit","legume",148
2368,"sexual Reproductive Unit","covered seed",148
2369,"habit","tree",149
2370,"bark texture","exfoliating",149
2371,"bole","branched",149
2372,"thorn","absent",149
2373,"leaf persistence","deciduous",149
2374,"petiole","petiolate",149
2375,"stipules","present",149
2376,"leaf type","compound",149
2377,"leaf arrangement","alternate",149
2378,"leaf venation","pinnate",149
2379,"inflorescence","raceme",149
2380,"floral symmetry","zygomorphic",149
2381,"floral type","pentamerous",149
2382,"floral attachment","polypetalous",149
2383,"corolla aestivation","imbricate",149
2384,"fruit","legume",149
2385,"sexual Reproductive Unit","covered seed",149
2386,"habit","tree",150
2387,"bark texture","smooth",150
2388,"bole","branched",150
2389,"thorn","absent",150
2390,"leaf persistence","deciduous",150
2391,"petiole","petiolate",150
2392,"stipules","present",150
2393,"leaf type","compound",150
2394,"leaf arrangement","alternate",150
2395,"leaf venation","pinnate",150
2396,"inflorescence","raceme",150
2397,"floral type","pentamerous",150
2398,"floral attachment","polypetalous",150
2399,"corolla aestivation","imbricate",150
2400,"fruit","legume",150
2401,"sexual Reproductive Unit","covered seed",150
2402,"habit","tree",151
2403,"bark texture","smooth",151
2404,"bole","branched",151
2405,"thorn","absent",151
2406,"leaf persistence","deciduous",151
2407,"petiole","petiolate",151
2408,"stipules","present",151
2409,"leaf type","compound",151
2410,"leaf arrangement","alternate",151
2411,"leaf venation","pinnate",151
2412,"inflorescence","raceme",151
2413,"floral symmetry","zygomorphic",151
2414,"floral type","pentamerous",151
2415,"floral attachment","polypetalous",151
2416,"corolla aestivation","imbricate",151
2417,"fruit","legume",151
2418,"sexual Reproductive Unit","covered seed",151
2419,"habit","tree",152
2420,"bark texture","fissured",152
2421,"bole","branched",152
2422,"thorn","absent",152
2423,"leaf persistence","deciduous",152
2424,"petiole","petiolate",152
2425,"stipules","present",152
2426,"leaf type","compound",152
2427,"leaf arrangement","alternate",152
2428,"leaf venation","pinnate",152
2429,"inflorescence","raceme",152
2430,"floral type","pentamerous",152
2431,"floral attachment","polypetalous",152
2432,"corolla aestivation","imbricate",152
2433,"fruit","legume",152
2434,"sexual Reproductive Unit","covered seed",152
2435,"habit","tree",153
2436,"bark texture","fissured",153
2437,"bole","branched",153
2438,"thorn","present",153
2439,"petiole","petiolate",153
2440,"stipules","present",153
2441,"leaf type","compound",153
2442,"leaf arrangement","alternate",153
2443,"leaf venation","pinnate",153
2444,"inflorescence","raceme",153
2445,"floral symmetry","zygomorphic",153
2446,"floral type","pentamerous",153
2447,"floral attachment","polypetalous",153
2448,"corolla aestivation","imbricate",153
2449,"fruit","legume",153
2450,"sexual Reproductive Unit","covered seed",153
2451,"habit","tree",154
2452,"bark texture","fissured",154
2453,"bole","branched",154
2454,"thorn","absent",154
2455,"leaf persistence","deciduous",154
2456,"petiole","petiolate",154
2457,"stipules","present",154
2458,"leaf type","compound",154
2459,"leaf arrangement","alternate",154
2460,"leaf venation","pinnate",154
2461,"inflorescence","raceme",154
2462,"floral symmetry","zygomorphic",154
2463,"floral type","pentamerous",154
2464,"floral attachment","polypetalous",154
2465,"corolla aestivation","imbricate",154
2466,"fruit","legume",154
2467,"sexual Reproductive Unit","covered seed",154
2468,"habit","tree",155
2469,"bark texture","fissured",155
2470,"bole","branched",155
2471,"thorn","absent",155
2472,"petiole","petiolate",155
2473,"stipules","absent",155
2474,"leaf type","compound",155
2475,"leaf arrangement","alternate",155
2476,"leaf venation","pinnate",155
2477,"inflorescence","raceme",155
2478,"floral symmetry","zygomorphic",155
2479,"floral type","pentamerous",155
2480,"floral attachment","polypetalous",155
2481,"corolla aestivation","imbricate",155
2482,"fruit","legume",155
2483,"sexual Reproductive Unit","covered seed",155
2484,"habit","tree",156
2485,"bark texture","smooth",156
2486,"bole","branched",156
2487,"thorn","absent",156
2488,"leaf persistence","deciduous",156
2489,"petiole","petiolate",156
2490,"stipules","present",156
2491,"leaf type","compound",156
2492,"leaf arrangement","alternate",156
2493,"leaf venation","pinnate",156
2494,"inflorescence","raceme",156
2495,"floral symmetry","zygomorphic",156
2496,"floral type","pentamerous",156
2497,"floral attachment","polypetalous",156
2498,"corolla aestivation","imbricate",156
2499,"fruit","legume",156
2500,"sexual Reproductive Unit","covered seed",156
2501,"habit","tree",157
2502,"bark texture","smooth",157
2503,"bole","branched",157
2504,"thorn","absent",157
2505,"petiole","petiolate",157
2506,"stipules","present",157
2507,"leaf type","compound",157
2508,"leaf arrangement","alternate",157
2509,"leaf venation","pinnate",157
2510,"inflorescence","raceme",157
2511,"floral symmetry","zygomorphic",157
2512,"floral type","pentamerous",157
2513,"floral attachment","polypetalous",157
2514,"corolla aestivation","imbricate",157
2515,"fruit","legume",157
2516,"sexual Reproductive Unit","covered seed",157
2517,"habit","tree",158
2518,"bark texture","smooth",158
2519,"bole","branched",158
2520,"thorn","absent",158
2521,"leaf persistence","deciduous",158
2522,"petiole","petiolate",158
2523,"stipules","present",158
2524,"leaf type","compound",158
2525,"leaf arrangement","alternate",158
2526,"leaf venation","pinnate",158
2527,"inflorescence","raceme",158
2528,"floral symmetry","zygomorphic",158
2529,"floral type","pentamerous",158
2530,"floral attachment","polypetalous",158
2531,"corolla aestivation","valvate",158
2532,"fruit","legume",158
2533,"sexual Reproductive Unit","covered seed",158
2534,"habit","tree",159
2535,"bark texture","smooth",159
2536,"bole","branched",159
2537,"thorn","present",159
2538,"petiole","petiolate",159
2539,"stipules","present",159
2540,"leaf type","compound",159
2541,"leaf arrangement","alternate",159
2542,"leaf venation","pinnate",159
2543,"inflorescence","raceme",159
2544,"floral symmetry","zygomorphic",159
2545,"floral type","pentamerous",159
2546,"floral attachment","polypetalous",159
2547,"corolla aestivation","imbricate",159
2548,"fruit","legume",159
2549,"sexual Reproductive Unit","covered seed",159
2550,"habit","tree",160
2551,"bark texture","smooth",160
2552,"bole","branched",160
2553,"thorn","absent",160
2554,"petiole","petiolate",160
2555,"stipules","present",160
2556,"leaf type","compound",160
2557,"leaf arrangement","alternate",160
2558,"leaf venation","pinnate",160
2559,"inflorescence","raceme",160
2560,"floral symmetry","zygomorphic",160
2561,"floral type","pentamerous",160
2562,"floral attachment","polypetalous",160
2563,"corolla aestivation","imbricate",160
2564,"fruit","legume",160
2565,"sexual Reproductive Unit","covered seed",160
2566,"habit","tree",161
2567,"bark texture","plated",161
2568,"bole","branched",161
2569,"thorn","absent",161
2570,"petiole","petiolate",161
2571,"stipules","present",161
2572,"leaf type","compound",161
2573,"leaf arrangement","alternate",161
2574,"leaf venation","pinnate",161
2575,"inflorescence","corymb",161
2576,"floral symmetry","zygomorphic",161
2577,"floral type","pentamerous",161
2578,"floral attachment","polypetalous",161
2579,"corolla aestivation","valvate",161
2580,"fruit","legume",161
2581,"habit","tree",162
2582,"bark texture","fissured",162
2583,"bole","branched",162
2584,"thorn","present",162
2585,"leaf persistence","deciduous",162
2586,"petiole","petiolate",162
2587,"stipules","present",162
2588,"leaf type","compound",162
2589,"leaf arrangement","alternate",162
2590,"leaf venation","pinnate",162
2591,"inflorescence","raceme",162
2592,"floral symmetry","zygomorphic",162
2593,"floral type","pentamerous",162
2594,"floral attachment","polypetalous",162
2595,"corolla aestivation","imbricate",162
2596,"fruit","legume",162
2597,"sexual Reproductive Unit","covered seed",162
2598,"habit","tree",163
2599,"bark texture","smooth",163
2600,"bole","branched",163
2601,"thorn","absent",163
2602,"petiole","petiolate",163
2603,"stipules","present",163
2604,"leaf type","compound",163
2605,"leaf arrangement","alternate",163
2606,"leaf venation","pinnate",163
2607,"inflorescence","raceme",163
2608,"floral type","pentamerous",163
2609,"floral attachment","polypetalous",163
2610,"corolla aestivation","imbricate",163
2611,"fruit","legume",163
2612,"sexual Reproductive Unit","covered seed",163
2613,"habit","tree",164
2614,"bark texture","smooth",164
2615,"bole","branched",164
2616,"thorn","absent",164
2617,"petiole","petiolate",164
2618,"stipules","present",164
2619,"leaf type","compound",164
2620,"leaf arrangement","alternate",164
2621,"leaf venation","pinnate",164
2622,"inflorescence","raceme",164
2623,"floral type","pentamerous",164
2624,"floral attachment","polypetalous",164
2625,"corolla aestivation","imbricate",164
2626,"fruit","legume",164
2627,"sexual Reproductive Unit","covered seed",164
2628,"habit","tree",165
2629,"bark texture","smooth",165
2630,"bole","branched",165
2631,"thorn","absent",165
2632,"petiole","petiolate",165
2633,"stipules","present",165
2634,"leaf type","compound",165
