"plot_plot_id","subplot_subp_id","_fwd_position","fwd_tran","fwd_tran_label","fwd_lfid","fwd_smallct","fwd_medct","fwd_lrgct","fwd_highct","fwd_highct_qualifier","fwd_highct_label"
"304","3","3","3","225","1","17.0","0.0","0.0","","",""
"304","3","4","4","315","1","12.0","0.0","0.0","","",""
"304","4","1","1","45","1","12.0","0.0","0.0","","",""
"304","4","2","2","135","2","8.0","0.0","0.0","","",""
"304","4","3","3","225","2","0.0","0.0","0.0","","",""
"304","4","4","4","315","1","12.0","0.0","0.0","","",""
"304","5","1","0","No woody debris observed","","","","","","",""
"1505","1","1","1","45","1","14.0","8.0","1.0","","",""
"1505","1","2","2","135","1","2.0","","","","",""
"1505","1","3","3","225","1","","1.0","1.0","","",""
"1505","1","4","4","315","1","4.0","2.0","5.0","","",""
"1505","2","1","1","45","1","7.0","5.0","9.0","","",""
"1505","2","2","2","135","1","46.0","10.0","7.0","","",""
"1505","2","3","3","225","1","15.0","6.0","3.0","","",""
"1505","2","4","4","315","1","6.0","","","","",""
"1505","3","1","1","45","1","1.0","","","","",""
"1505","3","2","2","135","1","1.0","","1.0","","",""
"1505","3","3","3","225","1","48.0","9.0","1.0","","",""
"1505","3","4","4","315","1","6.0","","","","",""
"1505","4","1","1","45","1","7.0","2.0","1.0","","",""
"1505","4","2","2","135","1","7.0","","","","",""
"1505","4","3","3","225","1","16.0","6.0","2.0","","",""
"1505","4","4","4","315","1","8.0","4.0","","","",""
"1505","5","1","1","45","1","9.0","4.0","1.0","","",""
"1505","5","2","2","135","1","26.0","6.0","5.0","","",""
"1505","5","3","3","225","1","9.0","","","","",""
"1505","5","4","4","315","1","5.0","2.0","1.0","","",""
"1502","1","1","1","45","1","6.0","1.0","4.0","","",""
"1502","1","2","2","135","1","9.0","2.0","1.0","","",""
"1502","1","3","3","225","1","2.0","1.0","2.0","","",""
"1502","1","4","4","315","1","8.0","","","","",""
"1502","2","1","1","45","1","4.0","","","","",""
"1502","2","2","2","135","1","3.0","","","","",""
"1502","2","3","3","225","1","1.0","","","","",""
"1502","2","4","4","315","1","3.0","","","","",""
"1502","3","1","1","45","1","7.0","2.0","3.0","","",""
"1502","3","2","2","135","1","3.0","1.0","","","",""
"1502","3","3","3","225","1","6.0","3.0","","","",""
"1502","3","4","4","315","1","11.0","2.0","2.0","","",""
"1502","4","1","1","45","1","4.0","1.0","","","",""
"1502","4","2","2","135","1","8.0","3.0","1.0","","",""
"1502","4","3","3","225","1","11.0","","1.0","","",""
"1502","4","4","4","315","1","2.0","1.0","","","",""
"1502","5","1","1","45","1","8.0","2.0","1.0","","",""
"1502","5","2","2","135","1","9.0","1.0","1.0","","",""
"1502","5","3","3","225","1","9.0","2.0","1.0","","",""
"1502","5","4","4","315","1","9.0","3.0","2.0","","",""
"1494","1","1","1","45","1","49.0","6.0","3.0","","",""
"1494","1","2","2","135","1","7.0","1.0","","","",""
"1494","1","3","3","225","1","14.0","1.0","3.0","","",""
"1494","1","4","4","315","1","41.0","1.0","1.0","","",""
"1494","2","1","1","45","1","19.0","1.0","2.0","","",""
"1494","2","2","2","135","1","11.0","4.0","","","",""
"1494","2","3","3","225","1","11.0","1.0","1.0","","",""
"1494","2","4","4","315","1","14.0","3.0","1.0","","",""
"1494","3","1","1","45","1","18.0","1.0","","","",""
"1494","3","2","2","135","1","13.0","1.0","1.0","","",""
"1494","3","3","3","225","1","10.0","1.0","","","",""
"1494","3","4","4","315","1","12.0","1.0","","","",""
"1494","4","1","1","45","1","9.0","2.0","2.0","","",""
"1494","4","2","2","135","1","16.0","4.0","3.0","","",""
"1494","4","3","3","225","1","8.0","1.0","1.0","","",""
"1494","4","4","4","315","1","12.0","3.0","1.0","","",""
"1494","5","1","1","45","1","15.0","","","","",""
"1494","5","2","2","135","1","11.0","2.0","1.0","","",""
"1494","5","3","3","225","1","12.0","2.0","","","",""
"1494","5","4","4","315","1","8.0","1.0","1.0","","",""
"1501","1","1","3","225","1","5.0","1.0","","","",""
"1501","1","2","4","315","1","5.0","1.0","1.0","","",""
"1501","2","1","1","45","1","4.0","1.0","","","",""
"1501","2","2","2","135","1","6.0","","","","",""
"1501","2","3","3","225","1","1.0","","","","",""
"1501","2","4","4","315","1","8.0","","1.0","","",""
"1501","3","1","1","45","1","5.0","1.0","","","",""
"1501","3","2","2","135","1","7.0","","1.0","","",""
"1501","3","3","3","225","1","7.0","","","","",""
"1501","3","4","4","315","1","11.0","1.0","","","",""
"1501","4","1","1","45","1","6.0","","","","",""
"1501","4","2","2","135","1","5.0","","","","",""
"1501","4","3","3","225","1","9.0","1.0","","","",""
"1501","4","4","4","315","1","2.0","","","","",""
"1501","5","1","1","45","1","8.0","","","","",""
"1501","5","2","2","135","1","7.0","","2.0","","",""
"1501","5","3","3","225","1","7.0","2.0","1.0","","",""
"1501","5","4","4","315","1","2.0","","","","",""
"1499","1","1","1","45","1","16.0","","","","",""
"1499","1","2","2","135","1","7.0","","","","",""
"1499","1","3","3","225","1","3.0","1.0","","","",""
"1499","1","4","4","315","1","9.0","","","","",""
"1499","2","1","1","45","1","5.0","","","","",""
"1499","2","2","2","135","1","15.0","3.0","","","",""
"1499","2","3","3","225","1","2.0","","","","",""
"1499","2","4","4","315","1","7.0","3.0","","","",""
"1499","3","1","1","45","1","9.0","1.0","","","",""
"1499","3","2","2","135","1","6.0","","","","",""
"1499","3","3","3","225","1","7.0","2.0","","","",""
"1499","3","4","4","315","1","3.0","","","","",""
"1499","4","1","1","45","1","12.0","2.0","","","",""
"1499","4","2","2","135","1","6.0","3.0","","","",""
"1499","4","3","3","225","1","7.0","","","","",""
"1499","4","4","4","315","1","11.0","3.0","","","",""
"1499","5","1","1","45","1","7.0","2.0","","","",""
"1499","5","2","2","135","1","4.0","3.0","","","",""
"1499","5","3","3","225","1","12.0","5.0","","","",""
"1499","5","4","4","315","1","10.0","","","","",""
"308","1","1","0","No woody debris observed","1","","","","","",""
"308","2","1","0","No woody debris observed","1","","","","","",""
"308","3","1","0","No woody debris observed","1","","","","","",""
"308","4","1","0","No woody debris observed","1","","","","","",""
"308","5","1","0","No woody debris observed","1","","","","","",""
"1550","1","1","0","No woody debris observed","1","","","","","",""
"1550","2","1","0","No woody debris observed","1","","","","","",""
"1550","3","1","0","No woody debris observed","1","","","","","",""
"1550","4","1","0","No woody debris observed","1","","","","","",""
"1550","5","1","0","No woody debris observed","1","","","","","",""
"312","1","1","1","45","1","8.0","0.0","0.0","","",""
"312","1","2","2","135","1","13.0","0.0","0.0","","",""
"312","1","3","3","225","1","11.0","0.0","0.0","","",""
"312","1","4","4","315","1","17.0","1.0","0.0","","",""
"312","2","1","1","45","1","13.0","0.0","0.0","","",""
"312","2","2","2","135","1","10.0","0.0","0.0","","",""
"312","2","3","3","225","1","14.0","0.0","0.0","","",""
"312","2","4","4","315","1","18.0","0.0","0.0","","",""
"312","3","1","1","45","1","13.0","0.0","0.0","","",""
"312","3","2","2","135","1","21.0","0.0","0.0","","",""
"312","3","3","3","225","1","7.0","0.0","0.0","","",""
"312","3","4","4","315","1","11.0","0.0","0.0","","",""
"312","4","1","1","45","1","19.0","2.0","0.0","","",""
"312","4","2","2","135","1","9.0","0.0","0.0","","",""
"312","4","3","3","225","1","19.0","0.0","","","",""
"312","4","4","4","315","1","10.0","0.0","0.0","","",""
"312","5","1","0","No woody debris observed","1","","","","","",""
"313","1","1","1","45","1","6.0","0.0","0.0","","",""
"313","1","2","2","135","1","8.0","0.0","","","",""
"313","1","3","3","225","1","12.0","0.0","0.0","","",""
"313","1","4","4","315","1","7.0","0.0","0.0","","",""
"313","2","1","1","45","1","14.0","1.0","0.0","","",""
"313","2","2","2","135","1","7.0","0.0","0.0","","",""
"313","2","3","3","225","1","6.0","0.0","0.0","","",""
"313","2","4","4","315","1","11.0","0.0","0.0","","",""
"313","3","1","1","45","1","11.0","0.0","","","",""
"313","3","2","2","135","1","13.0","0.0","0.0","","",""
"313","3","3","3","225","1","100.0","0.0","0.0","","",""
"313","3","4","4","315","1","7.0","0.0","","","",""
"313","4","1","1","45","1","11.0","0.0","0.0","","",""
"313","4","2","2","135","1","14.0","0.0","0.0","","",""
"313","4","3","3","225","1","10.0","0.0","0.0","","",""
"313","4","4","4","315","1","80.0","0.0","0.0","","",""
"313","5","1","1","45","1","11.0","0.0","0.0","","",""
"313","5","2","2","135","1","14.0","1.0","0.0","","",""
"313","5","3","3","225","1","8.0","0.0","0.0","","",""
"313","5","4","4","315","1","13.0","0.0","0.0","","",""
"1495","1","1","1","45","1","5.0","1.0","","","",""
"1495","1","2","2","135","1","6.0","2.0","2.0","","",""
"1495","1","3","3","225","1","7.0","1.0","1.0","","",""
"1495","1","4","4","315","1","5.0","2.0","","","",""
"1495","2","1","1","45","1","17.0","6.0","2.0","","",""
"1495","2","2","2","135","1","22.0","5.0","4.0","","",""
"1495","2","3","3","225","1","19.0","9.0","","","",""
"1495","2","4","4","315","1","23.0","7.0","5.0","","",""
"1495","3","1","1","45","1","14.0","5.0","3.0","","",""
"1495","3","2","2","135","1","19.0","6.0","4.0","","",""
"1495","3","3","3","225","1","22.0","7.0","3.0","","",""
"1495","3","4","4","315","1","19.0","9.0","11.0","","",""
"1495","4","1","1","45","1","12.0","4.0","","","",""
"1495","4","2","2","135","1","16.0","3.0","","","",""
"1495","4","3","3","225","1","19.0","6.0","","","",""
"1495","4","4","4","315","1","17.0","5.0","","","",""
"1495","5","1","1","45","1","17.0","4.0","3.0","","",""
"1495","5","2","2","135","1","13.0","3.0","2.0","","",""
"1495","5","3","3","225","1","16.0","5.0","1.0","","",""
"1495","5","4","4","315","1","15.0","2.0","2.0","","",""
"1498","1","1","1","45","1","12.0","7.0","","","",""
"1498","1","2","2","135","1","16.0","8.0","","","",""
"1498","1","3","3","225","1","19.0","9.0","","","",""
"1498","1","4","4","315","1","32.0","6.0","","","",""
"1498","2","1","1","45","1","26.0","9.0","1.0","","",""
"1498","2","2","2","135","1","36.0","10.0","","","",""
"1498","2","3","3","225","1","28.0","2.0","1.0","","",""
"1498","2","4","4","315","1","30.0","9.0","1.0","","",""
"1498","3","1","1","45","1","29.0","7.0","","","",""
"1498","3","2","2","135","1","33.0","9.0","","","",""
"1498","3","3","3","225","1","30.0","2.0","","","",""
"1498","3","4","4","315","1","20.0","1.0","","","",""
"1498","4","1","1","45","1","16.0","2.0","","","",""
"1498","4","2","2","135","1","22.0","4.0","","","",""
"1498","4","3","3","225","1","27.0","6.0","2.0","","",""
"1498","4","4","4","315","1","26.0","5.0","3.0","","",""
"1498","5","1","1","45","1","15.0","6.0","1.0","","",""
"1498","5","2","2","135","1","22.0","7.0","","","",""
"1498","5","3","3","225","1","27.0","9.0","3.0","","",""
"1498","5","4","4","315","1","21.0","11.0","","","",""
"1716","1","1","1","45","1","32.0","0.0","0.0","","",""
"1716","1","2","2","135","1","28.0","2.0","0.0","","",""
"1716","1","3","3","225","1","20.0","3.0","0.0","","",""
"1716","1","4","4","315","1","12.0","2.0","1.0","","",""
"1716","2","1","1","45","1","17.0","1.0","0.0","","",""
"1716","2","2","3","225","1","25.0","0.0","0.0","","",""
"1716","2","3","2","135","1","15.0","0.0","0.0","","",""
"1716","2","4","4","315","1","29.0","1.0","0.0","","",""
"1716","3","1","1","45","1","15.0","0.0","0.0","","",""
"1716","3","2","3","225","1","17.0","1.0","0.0","","",""
"1716","3","3","2","135","1","29.0","2.0","0.0","","",""
"1716","3","4","4","315","1","29.0","1.0","1.0","","",""
"1716","4","1","1","45","1","19.0","0.0","1.0","","",""
"1716","4","2","3","225","1","15.0","1.0","0.0","","",""
"1716","4","3","2","135","1","19.0","0.0","0.0","","",""
"1716","4","4","4","315","1","9.0","0.0","0.0","","",""
"1716","5","1","1","45","1","16.0","1.0","0.0","","",""
"1716","5","2","3","225","1","9.0","1.0","0.0","","",""
"1716","5","3","2","135","1","7.0","1.0","0.0","","",""
"1716","5","4","4","315","1","14.0","2.0","1.0","","",""
"1709","1","1","0","No woody debris observed","","","","","","",""
"1709","2","1","0","No woody debris observed","","","","","","",""
"1709","3","1","0","No woody debris observed","","","","","","",""
"1709","4","1","1","45","1","55.0","6.0","3.0","","",""
"1709","4","2","2","135","1","26.0","2.0","1.0","","",""
"1709","4","3","3","225","1","0.0","0.0","0.0","","",""
"1709","4","4","4","315","1","79.0","3.0","0.0","","",""
"1724","2","1","0","No woody debris observed","1","","","","","",""
"1724","3","1","0","No woody debris observed","1","","","","","",""
"1724","4","1","0","No woody debris observed","1","","","","","",""
"1724","5","1","0","No woody debris observed","1","","","","","",""
"1704","1","1","0","No woody debris observed","","","","","","",""
"1704","2","1","0","No woody debris observed","","","","","","",""
"1704","3","1","0","No woody debris observed","","","","","","",""
"1704","4","1","0","No woody debris observed","","","","","","",""
"1704","5","1","0","No woody debris observed","","","","","","",""
"1721","1","1","0","No woody debris observed","1","","","","","",""
"1721","2","1","0","No woody debris observed","1","","","","","",""
"1721","3","1","0","No woody debris observed","1","","","","","",""
"1721","4","1","0","No woody debris observed","1","","","","","",""
"1721","5","1","0","No woody debris observed","1","","","","","",""
"1725","1","1","1","45","2","56.0","22.0","7.0","","",""
"1725","1","2","2","135","1","0.0","0.0","0.0","","",""
"1725","1","3","3","225","1","7.0","0.0","0.0","","",""
"1725","1","4","4","315","2","27.0","2.0","0.0","","",""
"1725","2","1","1","45","2","0.0","0.0","0.0","","",""
"1725","2","2","2","135","2","23.0","2.0","0.0","","",""
"1725","2","3","3","225","2","17.0","1.0","0.0","","",""
"1725","2","4","4","315","2","11.0","2.0","0.0","","",""
"1725","3","1","1","45","2","9.0","3.0","0.0","","",""
"1725","3","2","2","135","1","","","","","",""
"1725","3","3","3","225","1","10.0","5.0","0.0","","",""
"1725","3","4","4","315","2","0.0","0.0","0.0","","",""
"1725","4","1","1","45","1","0.0","0.0","0.0","","",""
"1725","4","2","2","135","1","0.0","0.0","0.0","","",""
"1725","4","3","3","225","1","17.0","3.0","0.0","","",""
"1725","4","4","4","315","1","31.0","6.0","1.0","","",""
"1725","5","1","1","45","4","17.0","4.0","0.0","","",""
"1725","5","2","2","135","4","0.0","0.0","0.0","","",""
"1725","5","3","3","225","4","0.0","0.0","0.0","","",""
"1725","5","4","4","315","4","71.0","7.0","0.0","","",""
"1717","1","1","1","45","1","35.0","0.0","0.0","","",""
"1717","1","2","2","135","1","30.0","0.0","0.0","","",""
"1717","1","3","3","225","1","29.0","1.0","0.0","","",""
"1717","1","4","4","315","1","33.0","1.0","1.0","","",""
"1717","2","1","1","45","1","5.0","0.0","0.0","","",""
"1717","2","2","2","135","1","36.0","1.0","0.0","","",""
"1717","2","3","3","225","1","43.0","1.0","0.0","","",""
"1717","2","4","4","315","1","7.0","0.0","0.0","","",""
"1717","3","1","1","45","1","37.0","1.0","0.0","","",""
"1717","3","2","2","135","1","5.0","1.0","0.0","","",""
"1717","3","3","3","225","1","11.0","1.0","0.0","","",""
"1717","3","4","4","315","1","13.0","0.0","0.0","","",""
"1717","4","1","1","45","1","16.0","1.0","0.0","","",""
"1717","4","2","2","135","1","11.0","3.0","0.0","","",""
"1717","4","3","3","225","1","21.0","2.0","0.0","","",""
"1717","4","4","4","315","1","15.0","1.0","0.0","","",""
"1717","5","1","2","135","1","12.0","1.0","0.0","","",""
"1717","5","2","4","315","1","8.0","3.0","1.0","","",""
"1717","5","3","1","45","1","9.0","1.0","0.0","","",""
"1717","5","4","3","225","1","1.0","0.0","0.0","","",""
"1718","1","1","1","45","","1.0","0.0","0.0","","",""
"1718","1","2","3","225","","5.0","0.0","0.0","","",""
"1718","1","3","2","135","","2.0","1.0","1.0","","",""
"1718","1","4","4","315","","2.0","0.0","1.0","","",""
"1718","2","1","1","45","1","0.0","0.0","0.0","","",""
"1718","2","2","3","225","1","11.0","0.0","0.0","","",""
"1718","2","3","2","135","1","1.0","0.0","0.0","","",""
"1718","2","4","4","315","1","5.0","0.0","0.0","","",""
"1718","3","1","1","45","1","9.0","0.0","0.0","","",""
"1718","3","2","2","135","1","12.0","0.0","0.0","","",""
"1718","3","3","3","225","1","5.0","0.0","0.0","","",""
"1718","3","4","4","315","1","2.0","0.0","0.0","","",""
"1718","4","1","1","45","1","2.0","1.0","0.0","","",""
"1718","4","2","2","135","1","4.0","0.0","0.0","","",""
"1718","4","3","3","225","1","2.0","1.0","0.0","","",""
"1718","4","4","4","315","1","4.0","0.0","1.0","","",""
"1718","5","1","1","45","1","4.0","1.0","0.0","","",""
"1718","5","2","3","225","1","5.0","0.0","0.0","","",""
"1718","5","3","2","135","1","30.0","","0.0","","",""
"1718","5","4","4","315","1","0.0","0.0","0.0","","",""
"1723","1","1","1","45","2","31.0","0.0","0.0","","",""
"1723","1","2","2","135","2","7.0","0.0","0.0","","",""
"1723","1","3","3","225","1","0.0","0.0","0.0","","",""
"1723","1","4","4","315","1","0.0","0.0","0.0","","",""
"1723","3","1","1","45","2","19.0","1.0","0.0","","",""
"1723","3","2","2","135","2","0.0","0.0","0.0","","",""
"1723","3","3","3","225","2","13.0","0.0","0.0","","",""
"1723","3","4","4","315","2","5.0","0.0","0.0","","",""
"1723","4","1","0","No woody debris observed","","","","","","",""
"1723","5","1","0","No woody debris observed","","","","","","",""
"1708","1","1","0","No woody debris observed","1","","","","","",""
"1708","3","1","0","No woody debris observed","1","","","","","",""
"1708","4","1","0","No woody debris observed","1","","","","","",""
"1708","5","1","0","No woody debris observed","1","","","","","",""
"1720","1","1","1","45","1","12.0","0.0","0.0","","",""
"1720","1","2","3","225","1","18.0","0.0","0.0","","",""
"1720","1","3","2","135","1","8.0","1.0","0.0","","",""
"1720","1","4","4","315","1","14.0","1.0","1.0","","",""
"1720","2","1","1","45","1","15.0","0.0","0.0","","",""
"1720","2","2","2","135","1","14.0","0.0","0.0","","",""
"1720","2","3","3","225","1","10.0","2.0","0.0","","",""
"1720","2","4","4","315","1","20.0","1.0","0.0","","",""
"1720","3","1","1","45","1","17.0","2.0","1.0","","",""
"1720","3","2","2","135","1","21.0","2.0","0.0","","",""
"1720","3","3","3","225","1","35.0","3.0","2.0","","",""
"1720","3","4","4","315","1","10.0","10.0","0.0","","",""
"1720","4","1","1","45","1","40.0","6.0","2.0","","",""
"1720","4","2","2","135","1","32.0","7.0","1.0","","",""
"1720","4","3","3","225","1","26.0","5.0","4.0","","",""
"1720","4","4","4","315","1","29.0","5.0","3.0","","",""
"1720","5","1","1","45","1","11.0","3.0","0.0","","",""
"1720","5","2","2","135","1","83.0","17.0","7.0","","",""
"1720","5","3","3","225","1","21.0","2.0","0.0","","",""
"1720","5","4","4","315","1","23.0","0.0","0.0","","",""
"1719","1","1","0","No woody debris observed","1","","","","","",""
"1719","2","1","1","45","1","35.0","0.0","0.0","","",""
"1719","2","2","3","225","1","3.0","0.0","0.0","","",""
"1719","2","3","2","135","1","15.0","0.0","0.0","","",""
"1719","2","4","4","315","1","13.0","0.0","0.0","","",""
"1719","3","1","1","45","1","17.0","0.0","0.0","","",""
"1719","3","2","3","225","1","0.0","0.0","0.0","","",""
"1719","3","3","2","135","1","70.0","1.0","0.0","","",""
"1719","3","4","4","315","1","2.0","0.0","0.0","","",""
"1719","4","1","1","45","1","0.0","0.0","0.0","","",""
"1719","4","2","3","225","1","2.0","0.0","0.0","","",""
"1719","4","3","2","135","1","1.0","0.0","0.0","","",""
"1719","4","4","4","315","1","5.0","0.0","0.0","","",""
"1719","5","1","1","45","1","5.0","0.0","0.0","","",""
"1719","5","2","3","225","1","3.0","0.0","0.0","","",""
"1719","5","3","2","135","1","2.0","0.0","0.0","","",""
"1719","5","4","4","315","1","4.0","0.0","0.0","","",""
"1524","4","1","1","45","1","15.0","2.0","","","",""
"1524","4","2","3","225","1","9.0","1.0","","","",""
"1524","4","3","4","315","1","12.0","3.0","","","",""
"1500","1","1","1","45","1","34.0","1.0","","","",""
"1500","1","2","2","135","1","48.0","","","","",""
"1500","1","3","3","225","","26.0","1.0","","","",""
"1500","1","4","4","315","1","38.0","","","","",""
"1500","2","1","1","45","1","28.0","3.0","","","",""
"1500","2","2","2","135","1","32.0","2.0","","","",""
"1500","2","3","3","225","1","26.0","1.0","","","",""
"1500","2","4","4","315","1","40.0","6.0","","","",""
"1500","3","1","1","45","1","32.0","2.0","1.0","","",""
"1500","3","2","2","135","1","30.0","4.0","","","",""
"1500","3","3","3","225","1","27.0","5.0","2.0","","",""
"1500","3","4","4","315","1","41.0","6.0","2.0","","",""
"1500","4","1","1","45","1","42.0","6.0","2.0","","",""
"1500","4","2","2","135","1","38.0","5.0","","","",""
"1500","4","3","3","225","1","54.0","7.0","","","",""
"1500","4","4","4","315","1","5.0","8.0","","","",""
"1500","5","1","1","45","1","29.0","9.0","2.0","","",""
"1500","5","2","2","135","1","38.0","21.0","1.0","","",""
"1500","5","3","3","225","1","44.0","3.0","3.0","","",""
"1500","5","4","4","315","1","58.0","7.0","","","",""
"253","1","1","0","No woody debris observed","","","","","","",""
"253","2","1","1","45","","26.0","","","","",""
"253","2","2","2","135","","51.0","","","","",""
"253","2","3","3","225","","39.0","1.0","","","",""
"253","2","4","4","315","","24.0","","","","",""
"253","3","1","1","45","1","0.0","0.0","1.0","","",""
"253","3","2","2","135","","5.0","0.0","0.0","","",""
"253","3","3","3","225","","0.0","0.0","0.0","","",""
"253","3","4","4","315","","0.0","0.0","0.0","","",""
"253","4","1","1","45","","3.0","","","","",""
"253","4","2","2","135","","14.0","1.0","","","",""
"253","4","3","3","225","","8.0","","","","",""
"253","4","4","4","315","","5.0","","","","",""
"44","1","1","1","45","1","9.0","5.0","1.0","","",""
"44","1","2","2","135","1","15.0","8.0","3.0","","",""
"44","1","3","3","225","1","12.0","5.0","3.0","","",""
"44","1","4","4","315","1","20.0","5.0","","","",""
"44","2","1","1","45","1","5.0","2.0","1.0","","",""
"44","2","2","2","135","1","5.0","3.0","1.0","","",""
"44","2","3","3","225","1","32.0","1.0","","","",""
"44","2","4","4","315","1","15.0","7.0","1.0","","",""
"44","3","1","1","45","1","12.0","6.0","3.0","","",""
"44","3","2","2","135","1","18.0","3.0","","","",""
"44","3","3","3","225","1","15.0","4.0","3.0","","",""
"44","3","4","4","315","1","20.0","5.0","","","",""
"42","1","1","1","45","1","3.0","2.0","","","",""
"42","1","2","3","225","1","2.0","1.0","","","",""
"42","1","3","2","135","1","4.0","2.0","","","",""
"42","1","4","4","315","1","5.0","1.0","","","",""
"42","2","1","1","45","1","5.0","2.0","","","",""
"42","2","2","2","135","1","3.0","1.0","","","",""
"42","2","3","3","225","1","4.0","2.0","","","",""
"42","2","4","4","315","1","3.0","2.0","1.0","","",""
"42","3","1","1","45","1","3.0","1.0","","","",""
"42","3","2","2","135","1","2.0","","","","",""
"42","3","3","3","225","1","4.0","1.0","","","",""
"42","3","4","4","315","1","3.0","1.0","1.0","","",""
"41","1","1","1","45","1","5.0","6.0","","","",""
"41","1","2","2","135","1","7.0","3.0","","","",""
"41","1","3","3","225","1","4.0","3.0","","","",""
"41","1","4","4","315","1","6.0","4.0","","","",""
"41","2","1","1","45","1","","","","","",""
"41","2","2","2","135","1","7.0","8.0","","","",""
"41","2","3","3","225","1","","","","","",""
"41","2","4","4","315","1","11.0","2.0","","","",""
"41","3","1","1","45","1","7.0","4.0","1.0","","",""
"41","3","2","2","135","1","6.0","2.0","","","",""
"41","3","3","3","225","1","9.0","5.0","3.0","","",""
"41","3","4","4","315","1","8.0","4.0","","","",""
"486","1","1","1","45","1","7.0","0.0","0.0","","",""
"486","1","2","2","135","1","5.0","0.0","0.0","","",""
"486","1","3","3","225","1","0.0","0.0","0.0","","",""
"486","1","4","4","315","1","0.0","1.0","0.0","","",""
"486","2","1","1","45","1","3.0","0.0","0.0","","",""
"486","2","2","2","135","1","1.0","1.0","0.0","","",""
"486","2","3","3","225","1","2.0","0.0","0.0","","",""
"486","2","4","4","315","1","4.0","1.0","0.0","","",""
"486","3","1","1","45","1","4.0","1.0","0.0","","",""
"486","3","2","2","135","1","1.0","0.0","0.0","","",""
"486","3","3","3","225","1","2.0","0.0","0.0","","",""
"486","3","4","4","315","1","2.0","","1.0","","",""
"516","1","1","1","45","1","9.0","0.0","0.0","","",""
"516","1","2","2","135","1","5.0","0.0","0.0","","",""
"516","1","3","3","225","1","12.0","0.0","0.0","","",""
"516","1","4","4","315","1","7.0","0.0","0.0","","",""
"516","2","1","1","45","1","17.0","2.0","0.0","","",""
"516","2","2","2","135","1","5.0","0.0","0.0","","",""
"516","2","3","3","225","1","10.0","0.0","0.0","","",""
"516","2","4","4","315","1","3.0","1.0","0.0","","",""
"516","3","1","1","45","1","15.0","0.0","0.0","","",""
"516","3","2","2","135","1","7.0","0.0","0.0","","",""
"516","3","3","3","225","1","8.0","1.0","0.0","","",""
"516","3","4","4","315","1","13.0","2.0","0.0","","",""
"507","1","1","1","45","1","7.0","0.0","0.0","","",""
"507","1","2","2","135","1","7.0","0.0","0.0","","",""
"507","1","3","3","225","1","8.0","0.0","0.0","","",""
"507","1","4","4","315","1","4.0","1.0","0.0","","",""
"507","2","1","1","45","1","10.0","1.0","0.0","","",""
"507","2","2","2","135","1","5.0","0.0","0.0","","",""
"507","2","3","3","225","1","4.0","0.0","0.0","","",""
"507","2","4","4","315","1","6.0","0.0","0.0","","",""
"507","3","1","1","45","1","5.0","0.0","0.0","","",""
"507","3","2","2","135","1","6.0","0.0","0.0","","",""
"507","3","3","3","225","1","8.0","0.0","0.0","","",""
"507","3","4","4","315","1","10.0","1.0","0.0","","",""
"815","1","1","1","45","1","12.0","1.0","0.0","","",""
"815","1","2","2","135","1","9.0","0.0","0.0","","",""
"815","1","3","3","225","1","6.0","0.0","0.0","","",""
"815","1","4","4","315","1","8.0","0.0","0.0","","",""
"815","2","1","1","45","1","11.0","0.0","0.0","","",""
"815","2","2","2","135","1","10.0","0.0","0.0","","",""
"815","2","3","3","225","1","6.0","2.0","0.0","","",""
"815","2","4","4","315","1","13.0","0.0","0.0","","",""
"815","3","1","1","45","1","4.0","0.0","0.0","","",""
"815","3","2","2","135","1","1.0","0.0","0.0","","",""
"815","3","3","3","225","1","5.0","0.0","0.0","","",""
"815","3","4","4","315","1","18.0","2.0","0.0","","",""
"482","1","1","1","45","1","1.0","1.0","0.0","","",""
"482","1","2","2","135","1","0.0","0.0","0.0","","",""
"482","1","3","3","225","1","2.0","0.0","0.0","","",""
"482","1","4","4","315","1","3.0","1.0","0.0","","",""
"482","2","1","1","45","1","2.0","1.0","0.0","","",""
"482","2","2","2","135","1","4.0","0.0","0.0","","",""
"482","2","3","3","225","1","1.0","0.0","0.0","","",""
"482","2","4","4","315","1","1.0","0.0","0.0","","",""
"482","3","1","1","45","1","4.0","1.0","0.0","","",""
"482","3","2","2","135","1","3.0","1.0","0.0","","",""
"482","3","3","3","225","1","2.0","1.0","0.0","","",""
"482","3","4","4","315","1","4.0","0.0","0.0","","",""
"818","1","1","1","45","1","6.0","0.0","0.0","","",""
"818","1","2","2","135","1","10.0","0.0","0.0","","",""
"818","1","3","3","225","1","9.0","0.0","0.0","","",""
"818","1","4","4","315","1","4.0","1.0","0.0","","",""
"818","2","1","1","45","1","12.0","1.0","0.0","","",""
"818","2","2","2","135","1","14.0","2.0","0.0","","",""
"818","2","3","3","225","1","19.0","0.0","0.0","","",""
"818","2","4","4","315","1","8.0","2.0","0.0","","",""
"818","3","1","1","45","1","12.0","3.0","0.0","","",""
"818","3","2","2","135","1","10.0","1.0","0.0","","",""
"818","3","3","3","225","1","15.0","1.0","0.0","","",""
"818","3","4","4","315","1","7.0","0.0","0.0","","",""
"13","1","1","1","45","1","5.0","0.0","0.0","","",""
"13","1","2","2","135","1","3.0","0.0","0.0","","",""
"13","1","3","3","225","1","9.0","2.0","0.0","","",""
